uf,name,code,dbpedia,dbpedia_pt,wikidata
PA,Ananindeua,1500800,"http://dbpedia.org/resource/Ananindeua,_Pará",http://pt.dbpedia.org/resource/Ananindeua,http://www.wikidata.org/entity/Q485887
PA,Anapu,1500859,http://dbpedia.org/resource/Anapu,http://pt.dbpedia.org/resource/Anapu,http://www.wikidata.org/entity/Q486142
PA,Augusto Corrêa,1500909,http://dbpedia.org/resource/Augusto_Corrêa,http://pt.dbpedia.org/resource/Augusto_Corrêa,http://www.wikidata.org/entity/Q1804338
PA,Aurora do Pará,1500958,http://dbpedia.org/resource/Aurora_do_Pará,http://pt.dbpedia.org/resource/Aurora_do_Pará,http://www.wikidata.org/entity/Q2008798
PA,Aveiro,1501006,,http://pt.dbpedia.org/resource/Aveiro_(Pará),http://www.wikidata.org/entity/Q790342
PA,Bagre,1501105,"http://dbpedia.org/resource/Bagre,_Pará",http://pt.dbpedia.org/resource/Bagre_(Pará),http://www.wikidata.org/entity/Q1804902
PA,Baião,1501204,"http://dbpedia.org/resource/Baião,_Pará",http://pt.dbpedia.org/resource/Baião_(Pará),http://www.wikidata.org/entity/Q804068
PA,Bannach,1501253,http://dbpedia.org/resource/Bannach,http://pt.dbpedia.org/resource/Bannach,http://www.wikidata.org/entity/Q1804877
PA,Barcarena,1501303,"http://dbpedia.org/resource/Barcarena,_Pará",http://pt.dbpedia.org/resource/Barcarena_(Pará),http://www.wikidata.org/entity/Q2009595
PA,Belterra,1501451,"http://dbpedia.org/resource/Belterra,_Pará",http://pt.dbpedia.org/resource/Belterra,http://www.wikidata.org/entity/Q609824
PA,Belém,1501402,http://dbpedia.org/resource/Belém,http://pt.dbpedia.org/resource/Belém_(Pará),http://www.wikidata.org/entity/Q47593
PA,Benevides,1501501,http://dbpedia.org/resource/Benevides,http://pt.dbpedia.org/resource/Benevides,http://www.wikidata.org/entity/Q1804361
PA,Bom Jesus do Tocantins,1501576,"http://dbpedia.org/resource/Bom_Jesus_do_Tocantins,_Pará",http://pt.dbpedia.org/resource/Bom_Jesus_do_Tocantins_(Pará),http://www.wikidata.org/entity/Q2130429
PA,Bonito,1501600,"http://dbpedia.org/resource/Bonito,_Pará",http://pt.dbpedia.org/resource/Bonito_(Pará),http://www.wikidata.org/entity/Q2078868
PA,Bragança,1501709,"http://dbpedia.org/resource/Bragança,_Pará",http://pt.dbpedia.org/resource/Bragança_(Pará),http://www.wikidata.org/entity/Q320487
PA,Brasil Novo,1501725,http://dbpedia.org/resource/Brasil_Novo,http://pt.dbpedia.org/resource/Brasil_Novo_(Pará),http://www.wikidata.org/entity/Q2008779
PA,Brejo Grande do Araguaia,1501758,http://dbpedia.org/resource/Brejo_Grande_do_Araguaia,http://pt.dbpedia.org/resource/Brejo_Grande_do_Araguaia,http://www.wikidata.org/entity/Q1975881
PA,Breu Branco,1501782,http://dbpedia.org/resource/Breu_Branco,http://pt.dbpedia.org/resource/Breu_Branco,http://www.wikidata.org/entity/Q2008139
PA,Breves,1501808,"http://dbpedia.org/resource/Breves,_Pará",http://pt.dbpedia.org/resource/Breves,http://www.wikidata.org/entity/Q1804770
PA,Bujaru,1501907,http://dbpedia.org/resource/Bujaru,http://pt.dbpedia.org/resource/Bujaru,http://www.wikidata.org/entity/Q2009108
PA,Cachoeira do Arari,1502004,http://dbpedia.org/resource/Cachoeira_do_Arari,http://pt.dbpedia.org/resource/Cachoeira_do_Arari,http://www.wikidata.org/entity/Q1804813
PA,Cachoeira do Piriá,1501956,,http://pt.dbpedia.org/resource/Cachoeira_do_Piriá,http://www.wikidata.org/entity/Q947745
PA,Cametá,1502103,http://dbpedia.org/resource/Cametá,http://pt.dbpedia.org/resource/Cametá,http://www.wikidata.org/entity/Q1805206
PA,Canaã dos Carajás,1502152,http://dbpedia.org/resource/Canaã_dos_Carajás,http://pt.dbpedia.org/resource/Canaã_dos_Carajás,http://www.wikidata.org/entity/Q2009474
PA,Capanema,1502202,"http://dbpedia.org/resource/Capanema,_Pará",http://pt.dbpedia.org/resource/Capanema_(Pará),http://www.wikidata.org/entity/Q1947031
PA,Capitão Poço,1502301,http://dbpedia.org/resource/Capitão_Poço,http://pt.dbpedia.org/resource/Capitão_Poço,http://www.wikidata.org/entity/Q955914
PA,Castanhal,1502400,"http://dbpedia.org/resource/Castanhal,_Pará",http://pt.dbpedia.org/resource/Castanhal,http://www.wikidata.org/entity/Q984581
PA,Chaves,1502509,"http://dbpedia.org/resource/Chaves,_Pará",http://pt.dbpedia.org/resource/Chaves_(Pará),http://www.wikidata.org/entity/Q1899080
PA,Colares,1502608,"http://dbpedia.org/resource/Colares,_Pará",http://pt.dbpedia.org/resource/Colares_(Pará),http://www.wikidata.org/entity/Q2008619
PA,Conceição do Araguaia,1502707,http://dbpedia.org/resource/Conceição_do_Araguaia,http://pt.dbpedia.org/resource/Conceição_do_Araguaia,http://www.wikidata.org/entity/Q1788037
PA,Concórdia do Pará,1502756,http://dbpedia.org/resource/Concórdia_do_Pará,http://pt.dbpedia.org/resource/Concórdia_do_Pará,http://www.wikidata.org/entity/Q2008125
PA,Cumaru do Norte,1502764,http://dbpedia.org/resource/Cumaru_do_Norte,http://pt.dbpedia.org/resource/Cumaru_do_Norte,http://www.wikidata.org/entity/Q2008271
PA,Curionópolis,1502772,http://dbpedia.org/resource/Curionópolis,http://pt.dbpedia.org/resource/Curionópolis,http://www.wikidata.org/entity/Q2008449
PA,Curralinho,1502806,http://dbpedia.org/resource/Curralinho,http://pt.dbpedia.org/resource/Curralinho,http://www.wikidata.org/entity/Q2011907
PA,Curuá,1502855,http://dbpedia.org/resource/Curuá,http://pt.dbpedia.org/resource/Curuá_(Pará),http://www.wikidata.org/entity/Q2008226
PA,Curuçá,1502905,http://dbpedia.org/resource/Curuçá,http://pt.dbpedia.org/resource/Curuçá,http://www.wikidata.org/entity/Q1814514
PA,Dom Eliseu,1502939,http://dbpedia.org/resource/Dom_Eliseu,http://pt.dbpedia.org/resource/Dom_Eliseu,http://www.wikidata.org/entity/Q2008541
PA,Eldorado do Carajás,1502954,,,
PA,Faro,1503002,"http://dbpedia.org/resource/Faro,_Pará",http://pt.dbpedia.org/resource/Faro_(Pará),http://www.wikidata.org/entity/Q2246005
PA,Floresta do Araguaia,1503044,,http://pt.dbpedia.org/resource/Floresta_do_Araguaia,http://www.wikidata.org/entity/Q2008493
PA,Garrafão do Norte,1503077,http://dbpedia.org/resource/Garrafão_do_Norte,http://pt.dbpedia.org/resource/Garrafão_do_Norte,http://www.wikidata.org/entity/Q2008750
PA,Goianésia do Pará,1503093,http://dbpedia.org/resource/Goianésia_do_Pará,http://pt.dbpedia.org/resource/Goianésia_do_Pará,http://www.wikidata.org/entity/Q2008317
PA,Gurupá,1503101,http://dbpedia.org/resource/Gurupá,http://pt.dbpedia.org/resource/Gurupá,http://www.wikidata.org/entity/Q2011913
PA,Igarapé-Açu,1503200,http://dbpedia.org/resource/Igarapé-Açu,http://pt.dbpedia.org/resource/Igarapé-Açu,http://www.wikidata.org/entity/Q2009058
PA,Igarapé-Miri,1503309,,http://pt.dbpedia.org/resource/Igarapé-Miri,http://www.wikidata.org/entity/Q651613
PA,Inhangapi,1503408,http://dbpedia.org/resource/Inhangapi,http://pt.dbpedia.org/resource/Inhangapi,http://www.wikidata.org/entity/Q1880531
PA,Ipixuna do Pará,1503457,http://dbpedia.org/resource/Ipixuna_do_Pará,http://pt.dbpedia.org/resource/Ipixuna_do_Pará,http://www.wikidata.org/entity/Q675175
PA,Irituia,1503507,http://dbpedia.org/resource/Irituia,http://pt.dbpedia.org/resource/Irituia,http://www.wikidata.org/entity/Q2008410
PA,Itaituba,1503606,http://dbpedia.org/resource/Itaituba,http://pt.dbpedia.org/resource/Itaituba,http://www.wikidata.org/entity/Q655734
PA,Itupiranga,1503705,http://dbpedia.org/resource/Itupiranga,http://pt.dbpedia.org/resource/Itupiranga,http://www.wikidata.org/entity/Q2008167
PA,Jacareacanga,1503754,http://dbpedia.org/resource/Jacareacanga,http://pt.dbpedia.org/resource/Jacareacanga,http://www.wikidata.org/entity/Q1805252
PA,Jacundá,1503804,http://dbpedia.org/resource/Jacundá,http://pt.dbpedia.org/resource/Jacundá_(Pará),http://www.wikidata.org/entity/Q1967407
PA,Juruti,1503903,"http://dbpedia.org/resource/Juruti,_Pará",http://pt.dbpedia.org/resource/Juruti,http://www.wikidata.org/entity/Q1008242
PA,Limoeiro do Ajuru,1504000,http://dbpedia.org/resource/Limoeiro_do_Ajuru,http://pt.dbpedia.org/resource/Limoeiro_do_Ajuru,http://www.wikidata.org/entity/Q2008564
PA,Magalhães Barata,1504109,http://dbpedia.org/resource/Magalhães_Barata,http://pt.dbpedia.org/resource/Magalhães_Barata,http://www.wikidata.org/entity/Q2008546
PA,Marabá,1504208,"http://dbpedia.org/resource/Marabá,_Pará",http://pt.dbpedia.org/resource/Marabá,http://www.wikidata.org/entity/Q509818
PA,Maracanã,1504307,"http://dbpedia.org/resource/Maracanã,_Pará",http://pt.dbpedia.org/resource/Maracanã_(Pará),http://www.wikidata.org/entity/Q2089279
PA,Marapanim,1504406,http://dbpedia.org/resource/Marapanim,http://pt.dbpedia.org/resource/Marapanim,http://www.wikidata.org/entity/Q1990477
PA,Marituba,1504422,http://dbpedia.org/resource/Marituba,http://pt.dbpedia.org/resource/Marituba,http://www.wikidata.org/entity/Q1805166
PA,Medicilândia,1504455,http://dbpedia.org/resource/Medicilândia,http://pt.dbpedia.org/resource/Medicilândia,http://www.wikidata.org/entity/Q2009048
PA,Melgaço,1504505,"http://dbpedia.org/resource/Melgaço,_Pará",http://pt.dbpedia.org/resource/Melgaço_(Pará),http://www.wikidata.org/entity/Q2011923
PA,Mocajuba,1504604,http://dbpedia.org/resource/Mocajuba,http://pt.dbpedia.org/resource/Mocajuba,http://www.wikidata.org/entity/Q2008596
PA,Moju,1504703,http://dbpedia.org/resource/Moju,http://pt.dbpedia.org/resource/Moju,http://www.wikidata.org/entity/Q2008213
PA,Mojuí dos Campos,1504752,http://dbpedia.org/resource/Mojuí_dos_Campos,http://pt.dbpedia.org/resource/Mojuí_dos_Campos,http://www.wikidata.org/entity/Q10331562
PA,Monte Alegre,1504802,"http://dbpedia.org/resource/Monte_Alegre,_Pará",http://pt.dbpedia.org/resource/Monte_Alegre_(Pará),http://www.wikidata.org/entity/Q2289897
PA,Muaná,1504901,http://dbpedia.org/resource/Muaná,http://pt.dbpedia.org/resource/Muaná,http://www.wikidata.org/entity/Q1804369
PA,Mãe do Rio,1504059,http://dbpedia.org/resource/Mãe_do_Rio,http://pt.dbpedia.org/resource/Mãe_do_Rio,http://www.wikidata.org/entity/Q2008401
PA,Nova Esperança do Piriá,1504950,http://dbpedia.org/resource/Nova_Esperança_do_Piriá,http://pt.dbpedia.org/resource/Nova_Esperança_do_Piriá,http://www.wikidata.org/entity/Q1121422
PA,Nova Ipixuna,1504976,http://dbpedia.org/resource/Nova_Ipixuna,http://pt.dbpedia.org/resource/Nova_Ipixuna,http://www.wikidata.org/entity/Q728098
PA,Nova Timboteua,1505007,http://dbpedia.org/resource/Nova_Timboteua,http://pt.dbpedia.org/resource/Nova_Timboteua,http://www.wikidata.org/entity/Q2009430
PA,Novo Progresso,1505031,http://dbpedia.org/resource/Novo_Progresso,http://pt.dbpedia.org/resource/Novo_Progresso,http://www.wikidata.org/entity/Q1787759
PA,Novo Repartimento,1505064,http://dbpedia.org/resource/Novo_Repartimento,http://pt.dbpedia.org/resource/Novo_Repartimento,http://www.wikidata.org/entity/Q769811
PA,Oeiras do Pará,1505205,http://dbpedia.org/resource/Oeiras_do_Pará,http://pt.dbpedia.org/resource/Oeiras_do_Pará,http://www.wikidata.org/entity/Q2008580
PA,Oriximiná,1505304,http://dbpedia.org/resource/Oriximiná,http://pt.dbpedia.org/resource/Oriximiná,http://www.wikidata.org/entity/Q2011919
PA,Ourilândia do Norte,1505437,http://dbpedia.org/resource/Ourilândia_do_Norte,http://pt.dbpedia.org/resource/Ourilândia_do_Norte,http://www.wikidata.org/entity/Q2008237
PA,Ourém,1505403,"http://dbpedia.org/resource/Ourém,_Pará",http://pt.dbpedia.org/resource/Ourém_(Pará),http://www.wikidata.org/entity/Q1829502
PA,Pacajá,1505486,http://dbpedia.org/resource/Pacajá,http://pt.dbpedia.org/resource/Pacajá,http://www.wikidata.org/entity/Q592117
PA,Palestina do Pará,1505494,http://dbpedia.org/resource/Palestina_do_Pará,http://pt.dbpedia.org/resource/Palestina_do_Pará,http://www.wikidata.org/entity/Q2009230
PA,Paragominas,1505502,,http://pt.dbpedia.org/resource/Paragominas,http://www.wikidata.org/entity/Q935005
PA,Parauapebas,1505536,http://dbpedia.org/resource/Parauapebas,http://pt.dbpedia.org/resource/Parauapebas,http://www.wikidata.org/entity/Q1806100
PA,Pau D'Arco,1505551,,,
PA,Peixe-Boi,1505601,http://dbpedia.org/resource/Peixe-Boi,http://pt.dbpedia.org/resource/Peixe-Boi_(Pará),http://www.wikidata.org/entity/Q2009222
PA,Piçarra,1505635,http://dbpedia.org/resource/Piçarra,http://pt.dbpedia.org/resource/Piçarra,http://www.wikidata.org/entity/Q2008277
PA,Placas,1505650,http://dbpedia.org/resource/Placas,http://pt.dbpedia.org/resource/Placas,http://www.wikidata.org/entity/Q602405
PA,Ponta de Pedras,1505700,http://dbpedia.org/resource/Ponta_de_Pedras,http://pt.dbpedia.org/resource/Ponta_de_Pedras,http://www.wikidata.org/entity/Q1804377
PA,Portel,1505809,"http://dbpedia.org/resource/Portel,_Pará",http://pt.dbpedia.org/resource/Portel_(Pará),http://www.wikidata.org/entity/Q2089210
PA,Porto de Moz,1505908,http://dbpedia.org/resource/Porto_de_Moz,http://pt.dbpedia.org/resource/Porto_de_Moz,http://www.wikidata.org/entity/Q2011894
PA,Prainha,1506005,"http://dbpedia.org/resource/Prainha,_Pará",http://pt.dbpedia.org/resource/Prainha_(Pará),http://www.wikidata.org/entity/Q2009663
PA,Primavera,1506104,"http://dbpedia.org/resource/Primavera,_Pará",http://pt.dbpedia.org/resource/Primavera_(Pará),http://www.wikidata.org/entity/Q2329733
PA,Quatipuru,1506112,http://dbpedia.org/resource/Quatipuru,http://pt.dbpedia.org/resource/Quatipuru,http://www.wikidata.org/entity/Q2008521
PA,Redenção,1506138,"http://dbpedia.org/resource/Redenção,_Pará",http://pt.dbpedia.org/resource/Redenção_(Pará),http://www.wikidata.org/entity/Q2381693
PA,Rio Maria,1506161,"http://dbpedia.org/resource/Rio_Maria,_Pará",http://pt.dbpedia.org/resource/Rio_Maria,http://www.wikidata.org/entity/Q2008301
PA,Rondon do Pará,1506187,http://dbpedia.org/resource/Rondon_do_Pará,http://pt.dbpedia.org/resource/Rondon_do_Pará,http://www.wikidata.org/entity/Q2008429
PA,Rurópolis,1506195,http://dbpedia.org/resource/Rurópolis,http://pt.dbpedia.org/resource/Rurópolis,http://www.wikidata.org/entity/Q2009519
PA,Salinópolis,1506203,http://dbpedia.org/resource/Salinópolis,http://pt.dbpedia.org/resource/Salinópolis,http://www.wikidata.org/entity/Q1008198
PA,Salvaterra,1506302,"http://dbpedia.org/resource/Salvaterra,_Pará",http://pt.dbpedia.org/resource/Salvaterra_(Pará),http://www.wikidata.org/entity/Q1921992
PA,Santa Bárbara do Pará,1506351,http://dbpedia.org/resource/Santa_Bárbara_do_Pará,http://pt.dbpedia.org/resource/Santa_Bárbara_do_Pará,http://www.wikidata.org/entity/Q2009202
PA,Santa Cruz do Arari,1506401,http://dbpedia.org/resource/Santa_Cruz_do_Arari,http://pt.dbpedia.org/resource/Santa_Cruz_do_Arari,http://www.wikidata.org/entity/Q640618
PA,Santa Izabel do Pará,1506500,,,
PA,Santa Luzia do Pará,1506559,,http://pt.dbpedia.org/resource/Santa_Luzia_do_Pará,http://www.wikidata.org/entity/Q2008573
PA,Santa Maria das Barreiras,1506583,http://dbpedia.org/resource/Santa_Maria_das_Barreiras,http://pt.dbpedia.org/resource/Santa_Maria_das_Barreiras,http://www.wikidata.org/entity/Q2009212
PA,Santa Maria do Pará,1506609,http://dbpedia.org/resource/Santa_Maria_do_Pará,http://pt.dbpedia.org/resource/Santa_Maria_do_Pará,http://www.wikidata.org/entity/Q1901157
PA,Santana do Araguaia,1506708,http://dbpedia.org/resource/Santana_do_Araguaia,http://pt.dbpedia.org/resource/Santana_do_Araguaia,http://www.wikidata.org/entity/Q2008589
PA,Santarém,1506807,"http://dbpedia.org/resource/Santarém,_Pará",http://pt.dbpedia.org/resource/Santarém_(Pará),http://www.wikidata.org/entity/Q659450
PA,Santarém Novo,1506906,http://dbpedia.org/resource/Santarém_Novo,http://pt.dbpedia.org/resource/Santarém_Novo,http://www.wikidata.org/entity/Q1811192
PA,Santo Antônio do Tauá,1507003,http://dbpedia.org/resource/Santo_Antônio_do_Tauá,http://pt.dbpedia.org/resource/Santo_Antônio_do_Tauá,http://www.wikidata.org/entity/Q2009548
PA,Sapucaia,1507755,"http://dbpedia.org/resource/Sapucaia,_Pará",http://pt.dbpedia.org/resource/Sapucaia_(Pará),http://www.wikidata.org/entity/Q2289887
PA,Senador José Porfírio,1507805,http://dbpedia.org/resource/Senador_José_Porfírio,http://pt.dbpedia.org/resource/Senador_José_Porfírio,http://www.wikidata.org/entity/Q609027
PA,Soure,1507904,,http://pt.dbpedia.org/resource/Soure_(Pará),http://www.wikidata.org/entity/Q1016643
PA,São Caetano de Odivelas,1507102,http://dbpedia.org/resource/São_Caetano_de_Odivelas,http://pt.dbpedia.org/resource/São_Caetano_de_Odivelas,http://www.wikidata.org/entity/Q632789
PA,São Domingos do Araguaia,1507151,http://dbpedia.org/resource/São_Domingos_do_Araguaia,http://pt.dbpedia.org/resource/São_Domingos_do_Araguaia,http://www.wikidata.org/entity/Q1841455
PA,São Domingos do Capim,1507201,,,
PA,São Francisco do Pará,1507409,http://dbpedia.org/resource/São_Francisco_do_Pará,http://pt.dbpedia.org/resource/São_Francisco_do_Pará,http://www.wikidata.org/entity/Q2008769
PA,São Félix do Xingu,1507300,http://dbpedia.org/resource/São_Félix_do_Xingu,http://pt.dbpedia.org/resource/São_Félix_do_Xingu,http://www.wikidata.org/entity/Q1807317
PA,São Geraldo do Araguaia,1507458,http://dbpedia.org/resource/São_Geraldo_do_Araguaia,http://pt.dbpedia.org/resource/São_Geraldo_do_Araguaia,http://www.wikidata.org/entity/Q2008501
PA,São João da Ponta,1507466,http://dbpedia.org/resource/São_João_da_Ponta,http://pt.dbpedia.org/resource/São_João_da_Ponta,http://www.wikidata.org/entity/Q2008293
PA,São João de Pirabas,1507474,http://dbpedia.org/resource/São_João_de_Pirabas,http://pt.dbpedia.org/resource/São_João_de_Pirabas,http://www.wikidata.org/entity/Q2008440
PA,São João do Araguaia,1507508,http://dbpedia.org/resource/São_João_do_Araguaia,http://pt.dbpedia.org/resource/São_João_do_Araguaia,http://www.wikidata.org/entity/Q2008417
PA,São Miguel do Guamá,1507607,http://dbpedia.org/resource/São_Miguel_do_Guamá,http://pt.dbpedia.org/resource/São_Miguel_do_Guamá,http://www.wikidata.org/entity/Q2008532
PA,São Sebastião da Boa Vista,1507706,http://dbpedia.org/resource/São_Sebastião_da_Boa_Vista,http://pt.dbpedia.org/resource/São_Sebastião_da_Boa_Vista,http://www.wikidata.org/entity/Q1868533
PA,Tailândia,1507953,,http://pt.dbpedia.org/resource/Tailândia_(Pará),http://www.wikidata.org/entity/Q2289846
PA,Terra Alta,1507961,"http://dbpedia.org/resource/Terra_Alta,_Pará",http://pt.dbpedia.org/resource/Terra_Alta_(Pará),http://www.wikidata.org/entity/Q2289951
PA,Terra Santa,1507979,,http://pt.dbpedia.org/resource/Terra_Santa_(Pará),http://www.wikidata.org/entity/Q2003795
PA,Tomé-Açu,1508001,http://dbpedia.org/resource/Tomé-Açu,http://pt.dbpedia.org/resource/Tomé-Açu,http://www.wikidata.org/entity/Q1805230
PA,Tracuateua,1508035,http://dbpedia.org/resource/Tracuateua,http://pt.dbpedia.org/resource/Tracuateua,http://www.wikidata.org/entity/Q2008789
PA,Trairão,1508050,http://dbpedia.org/resource/Trairão,http://pt.dbpedia.org/resource/Trairão,http://www.wikidata.org/entity/Q2009409
PA,Tucumã,1508084,"http://dbpedia.org/resource/Tucumã,_Pará",http://pt.dbpedia.org/resource/Tucumã_(Pará),http://www.wikidata.org/entity/Q2445520
PA,Tucuruí,1508100,http://dbpedia.org/resource/Tucuruí,http://pt.dbpedia.org/resource/Tucuruí,http://www.wikidata.org/entity/Q374432
PA,Ulianópolis,1508126,http://dbpedia.org/resource/Ulianópolis,http://pt.dbpedia.org/resource/Ulianópolis,http://www.wikidata.org/entity/Q2008337
PA,Uruará,1508159,http://dbpedia.org/resource/Uruará,http://pt.dbpedia.org/resource/Uruará,http://www.wikidata.org/entity/Q2009083
PA,Vigia,1508209,"http://dbpedia.org/resource/Vigia,_Pará",http://pt.dbpedia.org/resource/Vigia_(Pará),http://www.wikidata.org/entity/Q1804913
PA,Viseu,1508308,"http://dbpedia.org/resource/Viseu,_Pará",http://pt.dbpedia.org/resource/Viseu_(Pará),http://www.wikidata.org/entity/Q772569
PA,Vitória do Xingu,1508357,http://dbpedia.org/resource/Vitória_do_Xingu,http://pt.dbpedia.org/resource/Vitória_do_Xingu,http://www.wikidata.org/entity/Q2008512
PA,Xinguara,1508407,http://dbpedia.org/resource/Xinguara,http://pt.dbpedia.org/resource/Xinguara,http://www.wikidata.org/entity/Q2008249
PA,Água Azul do Norte,1500347,http://dbpedia.org/resource/Água_Azul_do_Norte,http://pt.dbpedia.org/resource/Água_Azul_do_Norte,http://www.wikidata.org/entity/Q1804899
PA,Óbidos,1505106,,,
PB,Aguiar,2500205,"http://dbpedia.org/resource/Aguiar,_Paraíba",http://pt.dbpedia.org/resource/Aguiar_(Paraíba),http://www.wikidata.org/entity/Q1998462
PB,Alagoa Grande,2500304,http://dbpedia.org/resource/Alagoa_Grande,http://pt.dbpedia.org/resource/Alagoa_Grande,http://www.wikidata.org/entity/Q1998976
PB,Alagoa Nova,2500403,http://dbpedia.org/resource/Alagoa_Nova,http://pt.dbpedia.org/resource/Alagoa_Nova,http://www.wikidata.org/entity/Q1816238
PB,Alagoinha,2500502,"http://dbpedia.org/resource/Alagoinha,_Paraíba",http://pt.dbpedia.org/resource/Alagoinha_(Paraíba),http://www.wikidata.org/entity/Q2065239
PB,Alcantil,2500536,http://dbpedia.org/resource/Alcantil,http://pt.dbpedia.org/resource/Alcantil,http://www.wikidata.org/entity/Q1816058
PB,Algodão de Jandaíra,2500577,http://dbpedia.org/resource/Algodão_de_Jandaíra,http://pt.dbpedia.org/resource/Algodão_de_Jandaíra,http://www.wikidata.org/entity/Q1759357
PB,Alhandra,2500601,"http://dbpedia.org/resource/Alhandra,_Paraíba",http://pt.dbpedia.org/resource/Alhandra_(Paraíba),http://www.wikidata.org/entity/Q22026752
PB,Amparo,2500734,"http://dbpedia.org/resource/Amparo,_Paraíba",http://pt.dbpedia.org/resource/Amparo_(Paraíba),http://www.wikidata.org/entity/Q2010915
PB,Aparecida,2500775,"http://dbpedia.org/resource/Aparecida,_Paraíba",http://pt.dbpedia.org/resource/Aparecida_(Paraíba),http://www.wikidata.org/entity/Q2077855
PB,Arara,2500908,"http://dbpedia.org/resource/Arara,_Paraíba",http://pt.dbpedia.org/resource/Arara_(Paraíba),http://www.wikidata.org/entity/Q37378
PB,Araruna,2501005,"http://dbpedia.org/resource/Araruna,_Paraíba",http://pt.dbpedia.org/resource/Araruna_(Paraíba),http://www.wikidata.org/entity/Q22027020
PB,Araçagi,2500809,http://dbpedia.org/resource/Araçagi,http://pt.dbpedia.org/resource/Araçagi,http://www.wikidata.org/entity/Q374669
PB,Areia,2501104,"http://dbpedia.org/resource/Areia,_Paraíba",http://pt.dbpedia.org/resource/Areia_(Paraíba),http://www.wikidata.org/entity/Q1816283
PB,Areia de Baraúnas,2501153,http://dbpedia.org/resource/Areia_de_Baraúnas,http://pt.dbpedia.org/resource/Areia_de_Baraúnas,http://www.wikidata.org/entity/Q1800798
PB,Areial,2501203,http://dbpedia.org/resource/Areial,http://pt.dbpedia.org/resource/Areial,http://www.wikidata.org/entity/Q963490
PB,Aroeiras,2501302,"http://dbpedia.org/resource/Aroeiras,_Paraíba",http://pt.dbpedia.org/resource/Aroeiras,http://www.wikidata.org/entity/Q1808029
PB,Assunção,2501351,"http://dbpedia.org/resource/Assunção,_Paraíba",http://pt.dbpedia.org/resource/Assunção_(Paraíba),http://www.wikidata.org/entity/Q1808674
PB,Bananeiras,2501500,http://dbpedia.org/resource/Bananeiras,http://pt.dbpedia.org/resource/Bananeiras,http://www.wikidata.org/entity/Q525672
PB,Baraúna,2501534,"http://dbpedia.org/resource/Baraúna,_Paraíba",,http://www.wikidata.org/entity/Q2662559
PB,Barra de Santa Rosa,2501609,http://dbpedia.org/resource/Barra_de_Santa_Rosa,http://pt.dbpedia.org/resource/Barra_de_Santa_Rosa,http://www.wikidata.org/entity/Q1800788
PB,Barra de Santana,2501575,http://dbpedia.org/resource/Barra_de_Santana,http://pt.dbpedia.org/resource/Barra_de_Santana,http://www.wikidata.org/entity/Q1808715
PB,Barra de São Miguel,2501708,"http://dbpedia.org/resource/Barra_de_São_Miguel,_Paraíba",http://pt.dbpedia.org/resource/Barra_de_São_Miguel_(Paraíba),http://www.wikidata.org/entity/Q2309706
PB,Bayeux,2501807,"http://dbpedia.org/resource/Bayeux,_Paraíba",http://pt.dbpedia.org/resource/Bayeux_(Paraíba),http://www.wikidata.org/entity/Q2065978
PB,Baía da Traição,2501401,http://dbpedia.org/resource/Baía_da_Traição,http://pt.dbpedia.org/resource/Baía_da_Traição,http://www.wikidata.org/entity/Q978537
PB,Belém,2501906,"http://dbpedia.org/resource/Belém,_Paraíba",http://pt.dbpedia.org/resource/Belém_(Paraíba),http://www.wikidata.org/entity/Q792606
PB,Belém do Brejo do Cruz,2502003,http://dbpedia.org/resource/Belém_do_Brejo_do_Cruz,http://pt.dbpedia.org/resource/Belém_do_Brejo_do_Cruz,http://www.wikidata.org/entity/Q285051
PB,Bernardino Batista,2502052,http://dbpedia.org/resource/Bernardino_Batista,http://pt.dbpedia.org/resource/Bernardino_Batista,http://www.wikidata.org/entity/Q1816080
PB,Boa Ventura,2502102,"http://dbpedia.org/resource/Boa_Ventura,_Paraíba",http://pt.dbpedia.org/resource/Boa_Ventura_(Paraíba),http://www.wikidata.org/entity/Q677612
PB,Boa Vista,2502151,"http://dbpedia.org/resource/Boa_Vista,_Paraíba",http://pt.dbpedia.org/resource/Boa_Vista_(Paraíba),http://www.wikidata.org/entity/Q2065971
PB,Bom Jesus,2502201,"http://dbpedia.org/resource/Bom_Jesus,_Paraíba",http://pt.dbpedia.org/resource/Bom_Jesus_(Paraíba),http://www.wikidata.org/entity/Q2066065
PB,Bom Sucesso,2502300,"http://dbpedia.org/resource/Bom_Sucesso,_Paraíba",http://pt.dbpedia.org/resource/Bom_Sucesso_(Paraíba),http://www.wikidata.org/entity/Q2087575
PB,Bonito de Santa Fé,2502409,http://dbpedia.org/resource/Bonito_de_Santa_Fé,http://pt.dbpedia.org/resource/Bonito_de_Santa_Fé,http://www.wikidata.org/entity/Q776733
PB,Boqueirão,2502508,http://dbpedia.org/resource/Boqueirão,http://pt.dbpedia.org/resource/Boqueirão,http://www.wikidata.org/entity/Q1808935
PB,Borborema,2502706,"http://dbpedia.org/resource/Borborema,_Paraíba",http://pt.dbpedia.org/resource/Borborema_(Paraíba),http://www.wikidata.org/entity/Q22061522
PB,Brejo do Cruz,2502805,http://dbpedia.org/resource/Brejo_do_Cruz,http://pt.dbpedia.org/resource/Brejo_do_Cruz,http://www.wikidata.org/entity/Q1808002
